,Unnamed: 0,claw_length_cm,endangered,size_cm,specie,sub_specie,tail_length_cm,weight_kg
2700,2700,9.523,least_concern,65.963,two_toed,Linnaeus’s two-toed sloth,-2.443,8.899
2701,2701,7.26,least_concern,66.087,two_toed,Linnaeus’s two-toed sloth,-0.251,6.232
2702,2702,7.735,least_concern,66.764,two_toed,Linnaeus’s two-toed sloth,-0.676,7.486
2703,2703,6.732,least_concern,64.255,two_toed,Linnaeus’s two-toed sloth,-0.13,5.01
2704,2704,10.6,least_concern,65.535,two_toed,Linnaeus’s two-toed sloth,1.153,6.669
2705,2705,10.375,least_concern,64.693,two_toed,Linnaeus’s two-toed sloth,1.852,7.537
2706,2706,10.496,least_concern,65.668,two_toed,Linnaeus’s two-toed sloth,-0.437,7.042
2707,2707,9.49,least_concern,65.333,two_toed,Linnaeus’s two-toed sloth,-1.304,7.592
2708,2708,6.605,least_concern,65.247,two_toed,Linnaeus’s two-toed sloth,-1.512,7.348
2709,2709,9.155,least_concern,67.437,two_toed,Linnaeus’s two-toed sloth,0.311,7.764
2710,2710,9.402,least_concern,65.113,two_toed,Linnaeus’s two-toed sloth,-0.926,5.594
2711,2711,9.498,least_concern,65.782,two_toed,Linnaeus’s two-toed sloth,-0.735,6.05
2712,2712,9.667,least_concern,65.742,two_toed,Linnaeus’s two-toed sloth,0.646,5.636
2713,2713,10.358,least_concern,66.135,two_toed,Linnaeus’s two-toed sloth,0.206,7.0
2714,2714,9.032,least_concern,64.87,two_toed,Linnaeus’s two-toed sloth,1.094,5.667
2715,2715,8.374,least_concern,65.671,two_toed,Linnaeus’s two-toed sloth,-0.993,6.896
2716,2716,10.276,least_concern,66.867,two_toed,Linnaeus’s two-toed sloth,0.38,6.018
2717,2717,8.488,least_concern,65.769,two_toed,Linnaeus’s two-toed sloth,1.271,5.74
2718,2718,9.948,least_concern,66.962,two_toed,Linnaeus’s two-toed sloth,1.194,4.377
2719,2719,10.329,least_concern,67.729,two_toed,Linnaeus’s two-toed sloth,-0.917,7.813
2720,2720,8.285,least_concern,66.6,two_toed,Linnaeus’s two-toed sloth,1.802,5.922
2721,2721,9.886,least_concern,64.68,two_toed,Linnaeus’s two-toed sloth,0.513,6.904
2722,2722,8.573,least_concern,66.153,two_toed,Linnaeus’s two-toed sloth,-0.129,6.343
2723,2723,9.182,least_concern,65.48,two_toed,Linnaeus’s two-toed sloth,-0.929,6.529
2724,2724,8.469,least_concern,68.479,two_toed,Linnaeus’s two-toed sloth,0.859,4.401
2725,2725,9.506,least_concern,66.723,two_toed,Linnaeus’s two-toed sloth,-0.55,6.048
2726,2726,9.533,least_concern,64.508,two_toed,Linnaeus’s two-toed sloth,0.427,5.986
2727,2727,9.118,least_concern,66.184,two_toed,Linnaeus’s two-toed sloth,-0.644,8.474
2728,2728,9.05,least_concern,67.342,two_toed,Linnaeus’s two-toed sloth,0.841,8.24
2729,2729,8.253,least_concern,66.04,two_toed,Linnaeus’s two-toed sloth,1.693,7.247
2730,2730,10.172,least_concern,65.836,two_toed,Linnaeus’s two-toed sloth,-0.532,5.382
2731,2731,9.429,least_concern,66.698,two_toed,Linnaeus’s two-toed sloth,0.143,5.25
2732,2732,8.107,least_concern,64.305,two_toed,Linnaeus’s two-toed sloth,-0.269,6.921
2733,2733,7.49,least_concern,68.339,two_toed,Linnaeus’s two-toed sloth,-0.172,5.278
2734,2734,8.28,least_concern,66.926,two_toed,Linnaeus’s two-toed sloth,0.348,7.756
2735,2735,9.837,least_concern,64.701,two_toed,Linnaeus’s two-toed sloth,-1.5,5.321
2736,2736,9.517,least_concern,65.604,two_toed,Linnaeus’s two-toed sloth,0.562,7.834
2737,2737,8.749,least_concern,64.897,two_toed,Linnaeus’s two-toed sloth,0.586,8.037
2738,2738,7.583,least_concern,66.777,two_toed,Linnaeus’s two-toed sloth,1.137,7.159
2739,2739,9.575,least_concern,66.399,two_toed,Linnaeus’s two-toed sloth,-0.564,5.485
2740,2740,9.988,least_concern,67.037,two_toed,Linnaeus’s two-toed sloth,-0.586,3.958
2741,2741,8.574,least_concern,67.259,two_toed,Linnaeus’s two-toed sloth,1.026,6.282
2742,2742,8.438,least_concern,65.971,two_toed,Linnaeus’s two-toed sloth,0.323,5.509
2743,2743,8.509,least_concern,64.615,two_toed,Linnaeus’s two-toed sloth,0.102,6.258
2744,2744,8.247,least_concern,67.065,two_toed,Linnaeus’s two-toed sloth,-1.794,5.212
2745,2745,10.072,least_concern,67.319,two_toed,Linnaeus’s two-toed sloth,-1.108,6.866
2746,2746,9.163,least_concern,65.776,two_toed,Linnaeus’s two-toed sloth,0.291,6.314
2747,2747,9.685,least_concern,66.331,two_toed,Linnaeus’s two-toed sloth,-0.17,5.759
2748,2748,7.907,least_concern,65.514,two_toed,Linnaeus’s two-toed sloth,-0.401,7.604
2749,2749,9.997,least_concern,66.98,two_toed,Linnaeus’s two-toed sloth,-1.074,8.011
2750,2750,11.023,least_concern,65.884,two_toed,Linnaeus’s two-toed sloth,-0.202,7.371
2751,2751,8.219,least_concern,65.508,two_toed,Linnaeus’s two-toed sloth,-0.963,7.696
2752,2752,7.394,least_concern,67.639,two_toed,Linnaeus’s two-toed sloth,0.969,7.089
2753,2753,9.49,least_concern,66.518,two_toed,Linnaeus’s two-toed sloth,-0.367,5.626
2754,2754,9.566,least_concern,62.969,two_toed,Linnaeus’s two-toed sloth,0.096,5.266
2755,2755,8.074,least_concern,65.183,two_toed,Linnaeus’s two-toed sloth,-0.128,5.928
2756,2756,8.309,least_concern,65.482,two_toed,Linnaeus’s two-toed sloth,-1.01,7.36
2757,2757,8.093,least_concern,66.261,two_toed,Linnaeus’s two-toed sloth,1.887,6.076
2758,2758,9.013,least_concern,65.562,two_toed,Linnaeus’s two-toed sloth,1.334,6.429
2759,2759,8.007,least_concern,64.701,two_toed,Linnaeus’s two-toed sloth,2.231,6.272
2760,2760,10.733,least_concern,66.64,two_toed,Linnaeus’s two-toed sloth,0.999,6.125
2761,2761,8.661,least_concern,65.853,two_toed,Linnaeus’s two-toed sloth,0.094,6.42
2762,2762,6.917,least_concern,64.854,two_toed,Linnaeus’s two-toed sloth,-0.219,5.67
2763,2763,8.091,least_concern,65.074,two_toed,Linnaeus’s two-toed sloth,-1.739,7.707
2764,2764,9.737,least_concern,65.487,two_toed,Linnaeus’s two-toed sloth,1.997,5.207
2765,2765,10.498,least_concern,63.296,two_toed,Linnaeus’s two-toed sloth,0.143,6.406
2766,2766,8.204,least_concern,65.835,two_toed,Linnaeus’s two-toed sloth,-0.852,8.509
2767,2767,10.048,least_concern,66.84,two_toed,Linnaeus’s two-toed sloth,0.034,5.052
2768,2768,9.694,least_concern,66.159,two_toed,Linnaeus’s two-toed sloth,0.909,5.868
2769,2769,8.551,least_concern,66.567,two_toed,Linnaeus’s two-toed sloth,0.553,6.239
2770,2770,8.348,least_concern,66.873,two_toed,Linnaeus’s two-toed sloth,-1.427,7.24
2771,2771,9.316,least_concern,64.839,two_toed,Linnaeus’s two-toed sloth,0.135,6.076
2772,2772,9.576,least_concern,67.504,two_toed,Linnaeus’s two-toed sloth,1.46,5.241
2773,2773,7.622,least_concern,68.263,two_toed,Linnaeus’s two-toed sloth,0.594,5.215
2774,2774,8.839,least_concern,65.103,two_toed,Linnaeus’s two-toed sloth,0.667,5.904
2775,2775,7.051,least_concern,65.26,two_toed,Linnaeus’s two-toed sloth,1.927,6.942
2776,2776,8.208,least_concern,67.461,two_toed,Linnaeus’s two-toed sloth,-0.505,5.903
2777,2777,10.111,least_concern,66.308,two_toed,Linnaeus’s two-toed sloth,0.858,7.095
2778,2778,6.209,least_concern,66.446,two_toed,Linnaeus’s two-toed sloth,-0.523,5.708
2779,2779,11.981,least_concern,65.983,two_toed,Linnaeus’s two-toed sloth,-2.824,5.041
2780,2780,11.768,least_concern,65.629,two_toed,Linnaeus’s two-toed sloth,-0.983,6.366
2781,2781,9.594,least_concern,64.891,two_toed,Linnaeus’s two-toed sloth,0.91,6.501
2782,2782,9.965,least_concern,64.585,two_toed,Linnaeus’s two-toed sloth,-0.379,7.283
2783,2783,10.662,least_concern,66.775,two_toed,Linnaeus’s two-toed sloth,2.221,6.056
2784,2784,8.79,least_concern,64.661,two_toed,Linnaeus’s two-toed sloth,0.585,6.741
2785,2785,7.229,least_concern,64.002,two_toed,Linnaeus’s two-toed sloth,1.121,7.699
2786,2786,7.788,least_concern,67.183,two_toed,Linnaeus’s two-toed sloth,1.865,7.835
2787,2787,9.044,least_concern,64.666,two_toed,Linnaeus’s two-toed sloth,0.85,7.568
2788,2788,10.025,least_concern,66.278,two_toed,Linnaeus’s two-toed sloth,-0.37,4.821
2789,2789,11.947,least_concern,66.502,two_toed,Linnaeus’s two-toed sloth,-1.05,7.707
2790,2790,9.225,least_concern,67.615,two_toed,Linnaeus’s two-toed sloth,1.35,5.568
2791,2791,9.808,least_concern,64.367,two_toed,Linnaeus’s two-toed sloth,-0.427,6.659
2792,2792,10.135,least_concern,65.639,two_toed,Linnaeus’s two-toed sloth,1.116,5.674
2793,2793,9.208,least_concern,64.714,two_toed,Linnaeus’s two-toed sloth,-1.302,6.042
2794,2794,9.907,least_concern,67.441,two_toed,Linnaeus’s two-toed sloth,1.257,6.384
2795,2795,9.41,least_concern,66.168,two_toed,Linnaeus’s two-toed sloth,-1.06,6.266
2796,2796,7.445,least_concern,65.636,two_toed,Linnaeus’s two-toed sloth,-1.075,6.456
2797,2797,8.426,least_concern,67.741,two_toed,Linnaeus’s two-toed sloth,-0.017,6.903
2798,2798,8.672,least_concern,64.556,two_toed,Linnaeus’s two-toed sloth,0.72,7.994
2799,2799,7.845,least_concern,66.237,two_toed,Linnaeus’s two-toed sloth,0.662,7.541
2800,2800,8.751,least_concern,66.033,two_toed,Linnaeus’s two-toed sloth,0.579,5.566
2801,2801,8.561,least_concern,64.22,two_toed,Linnaeus’s two-toed sloth,-0.204,5.332
2802,2802,9.252,least_concern,65.125,two_toed,Linnaeus’s two-toed sloth,-1.089,5.31
2803,2803,7.833,least_concern,66.287,two_toed,Linnaeus’s two-toed sloth,-0.133,5.166
2804,2804,8.126,least_concern,65.331,two_toed,Linnaeus’s two-toed sloth,0.563,7.382
2805,2805,8.234,least_concern,65.979,two_toed,Linnaeus’s two-toed sloth,-0.527,5.354
2806,2806,7.561,least_concern,66.186,two_toed,Linnaeus’s two-toed sloth,1.089,5.94
2807,2807,10.134,least_concern,65.284,two_toed,Linnaeus’s two-toed sloth,-0.935,5.645
2808,2808,11.037,least_concern,66.875,two_toed,Linnaeus’s two-toed sloth,0.993,5.772
2809,2809,9.305,least_concern,65.232,two_toed,Linnaeus’s two-toed sloth,1.073,6.079
2810,2810,9.281,least_concern,65.668,two_toed,Linnaeus’s two-toed sloth,0.446,5.706
2811,2811,8.464,least_concern,67.766,two_toed,Linnaeus’s two-toed sloth,1.631,6.538
2812,2812,8.192,least_concern,65.584,two_toed,Linnaeus’s two-toed sloth,0.615,6.692
2813,2813,9.866,least_concern,66.585,two_toed,Linnaeus’s two-toed sloth,-1.18,4.804
2814,2814,9.755,least_concern,67.023,two_toed,Linnaeus’s two-toed sloth,-0.737,6.39
2815,2815,8.048,least_concern,65.663,two_toed,Linnaeus’s two-toed sloth,2.555,6.334
2816,2816,10.192,least_concern,66.228,two_toed,Linnaeus’s two-toed sloth,1.163,5.996
2817,2817,8.336,least_concern,66.613,two_toed,Linnaeus’s two-toed sloth,1.43,4.576
2818,2818,9.019,least_concern,65.975,two_toed,Linnaeus’s two-toed sloth,-1.169,6.266
2819,2819,7.98,least_concern,64.852,two_toed,Linnaeus’s two-toed sloth,0.626,5.967
2820,2820,8.395,least_concern,66.352,two_toed,Linnaeus’s two-toed sloth,-1.238,5.298
2821,2821,7.982,least_concern,67.157,two_toed,Linnaeus’s two-toed sloth,0.183,6.331
2822,2822,9.095,least_concern,66.58,two_toed,Linnaeus’s two-toed sloth,0.821,7.401
2823,2823,9.274,least_concern,65.71,two_toed,Linnaeus’s two-toed sloth,-0.802,9.423
2824,2824,10.467,least_concern,67.355,two_toed,Linnaeus’s two-toed sloth,1.253,4.321
2825,2825,10.67,least_concern,65.983,two_toed,Linnaeus’s two-toed sloth,-0.121,7.673
2826,2826,9.856,least_concern,65.568,two_toed,Linnaeus’s two-toed sloth,0.596,8.45
2827,2827,8.021,least_concern,64.866,two_toed,Linnaeus’s two-toed sloth,1.745,5.714
2828,2828,9.072,least_concern,66.783,two_toed,Linnaeus’s two-toed sloth,0.673,7.234
2829,2829,8.793,least_concern,66.028,two_toed,Linnaeus’s two-toed sloth,-0.645,8.042
2830,2830,8.617,least_concern,62.469,two_toed,Linnaeus’s two-toed sloth,0.916,7.828
2831,2831,10.644,least_concern,65.456,two_toed,Linnaeus’s two-toed sloth,0.953,7.827
2832,2832,6.029,least_concern,66.431,two_toed,Linnaeus’s two-toed sloth,-1.261,6.361
2833,2833,8.941,least_concern,67.637,two_toed,Linnaeus’s two-toed sloth,-0.371,3.554
2834,2834,9.52,least_concern,65.299,two_toed,Linnaeus’s two-toed sloth,0.231,6.625
2835,2835,9.702,least_concern,66.307,two_toed,Linnaeus’s two-toed sloth,-0.981,5.826
2836,2836,9.919,least_concern,68.7,two_toed,Linnaeus’s two-toed sloth,-0.531,6.761
2837,2837,8.336,least_concern,64.759,two_toed,Linnaeus’s two-toed sloth,-0.679,6.643
2838,2838,9.492,least_concern,67.334,two_toed,Linnaeus’s two-toed sloth,0.017,4.905
2839,2839,8.443,least_concern,65.702,two_toed,Linnaeus’s two-toed sloth,1.595,6.879
2840,2840,9.91,least_concern,63.807,two_toed,Linnaeus’s two-toed sloth,0.235,5.685
2841,2841,9.348,least_concern,66.163,two_toed,Linnaeus’s two-toed sloth,0.653,5.994
2842,2842,9.386,least_concern,64.472,two_toed,Linnaeus’s two-toed sloth,2.533,5.926
2843,2843,9.976,least_concern,65.952,two_toed,Linnaeus’s two-toed sloth,0.251,6.696
2844,2844,9.027,least_concern,65.776,two_toed,Linnaeus’s two-toed sloth,0.582,6.034
2845,2845,5.71,least_concern,65.161,two_toed,Linnaeus’s two-toed sloth,0.902,4.75
2846,2846,9.607,least_concern,66.943,two_toed,Linnaeus’s two-toed sloth,-0.083,7.684
2847,2847,9.108,least_concern,66.006,two_toed,Linnaeus’s two-toed sloth,-0.03,6.526
2848,2848,10.271,least_concern,66.496,two_toed,Linnaeus’s two-toed sloth,-0.35,7.863
2849,2849,9.656,least_concern,66.21,two_toed,Linnaeus’s two-toed sloth,0.023,7.158
2850,2850,7.768,least_concern,65.488,two_toed,Linnaeus’s two-toed sloth,1.149,6.282
2851,2851,9.784,least_concern,66.565,two_toed,Linnaeus’s two-toed sloth,-0.75,6.37
2852,2852,9.249,least_concern,67.114,two_toed,Linnaeus’s two-toed sloth,1.716,5.419
2853,2853,9.016,least_concern,66.99,two_toed,Linnaeus’s two-toed sloth,0.793,6.729
2854,2854,8.508,least_concern,66.657,two_toed,Linnaeus’s two-toed sloth,0.208,5.86
2855,2855,9.351,least_concern,65.138,two_toed,Linnaeus’s two-toed sloth,-1.042,9.008
2856,2856,7.917,least_concern,64.208,two_toed,Linnaeus’s two-toed sloth,0.922,5.976
2857,2857,9.901,least_concern,64.992,two_toed,Linnaeus’s two-toed sloth,-0.022,4.486
2858,2858,8.51,least_concern,64.205,two_toed,Linnaeus’s two-toed sloth,1.045,5.6
2859,2859,9.24,least_concern,66.765,two_toed,Linnaeus’s two-toed sloth,1.822,7.597
2860,2860,10.293,least_concern,66.406,two_toed,Linnaeus’s two-toed sloth,0.693,6.359
2861,2861,9.98,least_concern,67.429,two_toed,Linnaeus’s two-toed sloth,0.019,7.745
2862,2862,7.714,least_concern,65.618,two_toed,Linnaeus’s two-toed sloth,-0.27,5.247
2863,2863,8.895,least_concern,65.741,two_toed,Linnaeus’s two-toed sloth,-1.06,5.155
2864,2864,8.52,least_concern,66.692,two_toed,Linnaeus’s two-toed sloth,-0.333,4.741
2865,2865,8.587,least_concern,65.43,two_toed,Linnaeus’s two-toed sloth,0.55,7.161
2866,2866,10.259,least_concern,66.119,two_toed,Linnaeus’s two-toed sloth,0.706,6.858
2867,2867,6.21,least_concern,66.181,two_toed,Linnaeus’s two-toed sloth,-0.431,4.958
2868,2868,9.762,least_concern,65.46,two_toed,Linnaeus’s two-toed sloth,0.852,5.727
2869,2869,9.982,least_concern,67.134,two_toed,Linnaeus’s two-toed sloth,-0.304,6.373
2870,2870,10.778,least_concern,66.62,two_toed,Linnaeus’s two-toed sloth,1.267,7.17
2871,2871,7.227,least_concern,66.111,two_toed,Linnaeus’s two-toed sloth,-1.165,5.763
2872,2872,8.473,least_concern,64.801,two_toed,Linnaeus’s two-toed sloth,-0.058,5.536
2873,2873,12.058,least_concern,64.42,two_toed,Linnaeus’s two-toed sloth,-0.626,6.582
2874,2874,10.611,least_concern,66.397,two_toed,Linnaeus’s two-toed sloth,0.738,6.825
2875,2875,8.164,least_concern,66.733,two_toed,Linnaeus’s two-toed sloth,-0.423,6.968
2876,2876,10.055,least_concern,66.226,two_toed,Linnaeus’s two-toed sloth,2.885,4.869
2877,2877,9.802,least_concern,65.209,two_toed,Linnaeus’s two-toed sloth,-0.497,5.65
2878,2878,9.171,least_concern,67.574,two_toed,Linnaeus’s two-toed sloth,0.643,7.209
2879,2879,8.756,least_concern,65.95,two_toed,Linnaeus’s two-toed sloth,-0.755,7.184
2880,2880,10.618,least_concern,64.92,two_toed,Linnaeus’s two-toed sloth,-0.552,5.3
2881,2881,10.325,least_concern,66.398,two_toed,Linnaeus’s two-toed sloth,-0.176,6.507
2882,2882,8.348,least_concern,65.094,two_toed,Linnaeus’s two-toed sloth,1.86,7.255
2883,2883,9.384,least_concern,65.345,two_toed,Linnaeus’s two-toed sloth,0.802,6.152
2884,2884,9.935,least_concern,67.883,two_toed,Linnaeus’s two-toed sloth,-1.394,4.786
2885,2885,11.076,least_concern,65.933,two_toed,Linnaeus’s two-toed sloth,2.427,5.657
2886,2886,9.052,least_concern,64.423,two_toed,Linnaeus’s two-toed sloth,0.766,5.452
2887,2887,8.883,least_concern,65.979,two_toed,Linnaeus’s two-toed sloth,0.327,5.981
2888,2888,9.713,least_concern,65.294,two_toed,Linnaeus’s two-toed sloth,-0.069,6.735
2889,2889,9.508,least_concern,66.011,two_toed,Linnaeus’s two-toed sloth,0.687,5.736
2890,2890,8.995,least_concern,67.035,two_toed,Linnaeus’s two-toed sloth,-0.169,7.286
2891,2891,7.702,least_concern,65.97,two_toed,Linnaeus’s two-toed sloth,0.206,6.668
2892,2892,8.818,least_concern,65.746,two_toed,Linnaeus’s two-toed sloth,0.671,7.308
2893,2893,11.159,least_concern,66.368,two_toed,Linnaeus’s two-toed sloth,-0.249,4.613
2894,2894,7.906,least_concern,65.487,two_toed,Linnaeus’s two-toed sloth,-0.598,4.784
2895,2895,9.222,least_concern,66.189,two_toed,Linnaeus’s two-toed sloth,1.653,5.973
2896,2896,9.927,least_concern,66.412,two_toed,Linnaeus’s two-toed sloth,0.1,7.429
2897,2897,8.961,least_concern,66.989,two_toed,Linnaeus’s two-toed sloth,1.198,5.58
2898,2898,9.955,least_concern,64.115,two_toed,Linnaeus’s two-toed sloth,-2.004,5.943
2899,2899,9.664,least_concern,65.484,two_toed,Linnaeus’s two-toed sloth,-0.543,6.003
2900,2900,8.051,least_concern,65.403,two_toed,Linnaeus’s two-toed sloth,0.71,5.021
2901,2901,8.879,least_concern,66.854,two_toed,Linnaeus’s two-toed sloth,-0.072,5.689
2902,2902,9.78,least_concern,65.054,two_toed,Linnaeus’s two-toed sloth,1.431,5.195
2903,2903,9.444,least_concern,65.636,two_toed,Linnaeus’s two-toed sloth,1.973,5.724
2904,2904,10.987,least_concern,66.342,two_toed,Linnaeus’s two-toed sloth,0.282,5.717
2905,2905,9.167,least_concern,66.729,two_toed,Linnaeus’s two-toed sloth,0.808,5.581
2906,2906,8.968,least_concern,66.578,two_toed,Linnaeus’s two-toed sloth,-0.269,7.589
2907,2907,10.556,least_concern,66.387,two_toed,Linnaeus’s two-toed sloth,0.091,6.059
2908,2908,8.915,least_concern,66.239,two_toed,Linnaeus’s two-toed sloth,-0.715,6.292
2909,2909,10.502,least_concern,67.724,two_toed,Linnaeus’s two-toed sloth,1.301,6.98
2910,2910,10.126,least_concern,65.568,two_toed,Linnaeus’s two-toed sloth,-0.889,7.747
2911,2911,10.374,least_concern,65.547,two_toed,Linnaeus’s two-toed sloth,0.857,6.131
2912,2912,8.024,least_concern,66.566,two_toed,Linnaeus’s two-toed sloth,0.508,7.298
2913,2913,10.041,least_concern,66.362,two_toed,Linnaeus’s two-toed sloth,-1.02,6.407
2914,2914,9.932,least_concern,66.287,two_toed,Linnaeus’s two-toed sloth,-0.046,5.729
2915,2915,9.38,least_concern,65.503,two_toed,Linnaeus’s two-toed sloth,-0.385,8.259
2916,2916,7.913,least_concern,65.398,two_toed,Linnaeus’s two-toed sloth,0.727,4.265
2917,2917,8.997,least_concern,67.242,two_toed,Linnaeus’s two-toed sloth,0.372,5.426
2918,2918,9.726,least_concern,66.337,two_toed,Linnaeus’s two-toed sloth,-0.05,5.052
2919,2919,7.416,least_concern,65.813,two_toed,Linnaeus’s two-toed sloth,0.226,6.538
2920,2920,10.285,least_concern,65.592,two_toed,Linnaeus’s two-toed sloth,1.689,7.289
2921,2921,9.863,least_concern,66.512,two_toed,Linnaeus’s two-toed sloth,1.475,5.085
2922,2922,7.584,least_concern,65.585,two_toed,Linnaeus’s two-toed sloth,-0.072,6.473
2923,2923,10.804,least_concern,65.283,two_toed,Linnaeus’s two-toed sloth,2.673,8.76
2924,2924,8.442,least_concern,64.63,two_toed,Linnaeus’s two-toed sloth,-1.059,6.243
2925,2925,7.408,least_concern,66.418,two_toed,Linnaeus’s two-toed sloth,0.932,6.989
2926,2926,8.354,least_concern,66.843,two_toed,Linnaeus’s two-toed sloth,-1.42,6.974
2927,2927,7.657,least_concern,67.531,two_toed,Linnaeus’s two-toed sloth,0.58,5.023
2928,2928,9.336,least_concern,65.943,two_toed,Linnaeus’s two-toed sloth,0.535,5.801
2929,2929,9.287,least_concern,65.591,two_toed,Linnaeus’s two-toed sloth,0.027,6.369
2930,2930,8.791,least_concern,66.263,two_toed,Linnaeus’s two-toed sloth,-0.417,5.541
2931,2931,8.938,least_concern,67.307,two_toed,Linnaeus’s two-toed sloth,-0.52,5.838
2932,2932,7.437,least_concern,65.072,two_toed,Linnaeus’s two-toed sloth,-0.326,7.181
2933,2933,8.453,least_concern,66.685,two_toed,Linnaeus’s two-toed sloth,1.121,6.1
2934,2934,9.555,least_concern,66.255,two_toed,Linnaeus’s two-toed sloth,1.973,6.601
2935,2935,10.594,least_concern,67.439,two_toed,Linnaeus’s two-toed sloth,-1.908,6.294
2936,2936,8.133,least_concern,66.593,two_toed,Linnaeus’s two-toed sloth,-0.026,6.661
2937,2937,8.958,least_concern,65.136,two_toed,Linnaeus’s two-toed sloth,0.479,5.197
2938,2938,9.483,least_concern,64.559,two_toed,Linnaeus’s two-toed sloth,-0.849,6.381
2939,2939,9.14,least_concern,65.511,two_toed,Linnaeus’s two-toed sloth,1.24,5.964
2940,2940,9.126,least_concern,66.689,two_toed,Linnaeus’s two-toed sloth,0.583,6.396
2941,2941,9.682,least_concern,65.706,two_toed,Linnaeus’s two-toed sloth,-0.63,6.524
2942,2942,8.835,least_concern,67.808,two_toed,Linnaeus’s two-toed sloth,1.0,6.46
2943,2943,9.208,least_concern,65.992,two_toed,Linnaeus’s two-toed sloth,0.82,7.777
2944,2944,10.713,least_concern,63.871,two_toed,Linnaeus’s two-toed sloth,-0.412,6.598
2945,2945,7.532,least_concern,64.817,two_toed,Linnaeus’s two-toed sloth,-0.761,7.042
2946,2946,10.55,least_concern,63.76,two_toed,Linnaeus’s two-toed sloth,-1.094,4.798
2947,2947,7.511,least_concern,64.803,two_toed,Linnaeus’s two-toed sloth,1.574,7.437
